,pred,test,stdev,2_sigma_event,3_sigma_event
0,0.21271282,0.1372991734769688,1.4143749475479126,0,0
1,0.30970687,0.3722567023028532,1.388124942779541,0,0
2,0.3136952,0.27663731666232755,1.381250023841858,0,0
3,0.53098553,0.5007760858753237,1.3587499856948853,0,0
4,0.10281557,0.16074622260444518,1.3837499618530273,0,0
5,0.117203355,0.2028901533515789,1.3981250524520874,0,0
6,0.15382588,0.1855372946696202,1.5868749618530273,0,0
7,0.3544355,0.382580249970676,1.6081249713897705,0,0
8,0.19744062,0.2549953316817039,1.6399999856948853,0,0
9,0.18468636,0.08276087806917551,1.631250023841858,0,0
10,0.40525088,0.3750048076146532,1.5206249952316284,0,0
11,0.12646812,0.03736772505926995,1.5368750095367432,0,0
12,0.2053622,0.013642782142727832,1.652500033378601,0,0
13,1.2517259,1.2385251781865263,1.5931249856948853,0,0
14,0.21608913,0.16377714741164204,1.6037499904632568,0,0
15,0.13545918,0.14820279972149944,1.716249942779541,0,0
16,0.60629725,0.5755975161193698,1.6687500476837158,0,0
17,0.1657514,0.3820404874842395,1.7106250524520874,0,0
18,0.36511737,0.3870411648241203,1.5281250476837158,0,0
19,0.39845374,0.35827508046448525,1.700624942779541,0,0
20,0.11694795,0.11542514966252505,1.6281249523162842,0,0
21,0.23475355,0.27683709814541985,1.4931249618530273,0,0
22,0.3282804,0.5203554936855002,1.449375033378601,0,0
23,1.4795575,1.4488520656807253,1.331874966621399,0,0
24,0.57904726,0.33155519468049055,1.4874999523162842,0,0
25,0.52309334,0.5935322596481715,1.453125,0,0
26,0.17689383,0.3806649369155007,1.425624966621399,0,0
27,0.5163594,0.5813200921575845,1.3743749856948853,0,0
28,0.63881135,0.85457177259512,1.325624942779541,0,0
29,0.35329798,0.3931493274721972,1.347499966621399,0,0
30,0.60261554,0.40560427964458895,1.381250023841858,0,0
31,1.3912824,1.6130249462225195,1.3574999570846558,0,0
32,0.31011665,0.2740116318311025,1.3756250143051147,0,0
33,0.2484527,0.19595542109178402,1.34375,0,0
34,0.2852056,0.3184426741141143,1.396875023841858,0,0
35,0.5670863,0.41469527721142774,1.4068750143051147,0,0
36,0.81224906,0.8051598759447531,1.4918750524520874,0,0
37,0.28360018,0.12084008344633204,1.356874942779541,0,0
38,0.28931886,0.005442817851528042,1.408750057220459,0,0
39,0.924538,0.9894011149465105,1.412500023841858,0,0
40,0.9473954,0.729222226265483,1.453125,0,0
41,0.1703378,0.3042995289633791,1.4812500476837158,0,0
42,0.32003433,0.33918812824147965,1.40625,0,0
43,0.24064219,0.27073302066370486,1.4706250429153442,0,0
44,0.4567222,0.5660924534500863,1.3600000143051147,0,0
45,0.4571169,0.4200024718242822,1.3431249856948853,0,0
46,1.1425993,1.2031161348834774,1.347499966621399,0,0
47,0.2810784,0.18463565695770814,1.294374942779541,0,0
48,0.70787424,0.7269348323690105,1.1831250190734863,0,0
49,0.35824832,0.4741966648717822,1.1918749809265137,0,0
50,0.236895,0.2603905786764941,1.2424999475479126,0,0
51,0.17579937,0.274699123945387,1.1893750429153442,0,0
52,0.3807755,0.3473319868736348,1.1931250095367432,0,0
53,0.5810993,0.40904648708807445,1.2893749475479126,0,0
54,0.52019095,0.6065802905470083,1.236875057220459,0,0
55,0.9310084,0.7935074437684366,1.2043750286102295,0,0
56,0.39735267,0.06671142921652158,1.1737500429153442,0,0
57,0.8057397,0.9060775039499088,1.240625023841858,0,0
58,0.6882128,0.7003824797582077,1.2637499570846558,0,0
59,0.7715988,0.8579340933050027,1.294374942779541,0,0
60,1.1452129,1.248605790267498,1.3049999475479126,0,0
61,0.43581465,0.057357717229180816,1.3250000476837158,0,0
62,1.4411356,2.1364106990525804,1.3643749952316284,0,0
63,0.79372835,0.6247001457934692,1.3481249809265137,0,0
64,0.38160038,0.3026920368400637,1.222499966621399,0,0
65,0.8147531,1.363893951693189,1.1575000286102295,0,0
66,0.573259,0.6698776902182813,1.1412500143051147,0,0
67,0.7261161,0.6506148229256233,1.143125057220459,0,0
68,0.18516988,0.009172800233413131,1.1924999952316284,0,0
69,0.54916453,0.57047818193316,1.1543749570846558,0,0
70,0.38177174,0.47469846421290696,1.2881250381469727,0,0
71,0.44228023,0.32475537967542156,1.2625000476837158,0,0
72,0.48839697,0.4375613379433847,1.4112499952316284,0,0
73,0.16178542,0.132793403349658,1.3600000143051147,0,0
74,0.41749883,0.5553184960898506,1.171875,0,0
75,0.3617454,0.48998147183572266,1.127500057220459,0,0
76,0.36564454,0.38541788861603704,1.1481250524520874,0,0
77,0.40644756,0.2895015748694423,1.2893749475479126,0,0
78,0.24371633,0.35578551590867646,1.222499966621399,0,0
79,0.15075547,0.28134812788866,1.3887499570846558,0,0
80,0.38341138,0.4247422788453331,1.3456250429153442,0,0
81,1.1320475,1.3358879028227681,1.471250057220459,0,0
82,1.308331,1.3249649065342823,1.3350000381469727,0,0
83,0.16732234,0.16518982638943558,1.2118749618530273,0,0
84,0.7074347,0.8030335911195285,1.1256250143051147,0,0
85,0.546821,0.48139723339922624,1.1262500286102295,0,0
86,0.34737757,0.4204283424314582,1.1243749856948853,0,0
87,0.19336581,0.37119246148904617,1.1087499856948853,0,0
88,0.2182253,0.20471478293630627,1.078125,0,0
89,0.15797907,0.36488769979379815,1.1006250381469727,0,0
90,0.7042514,0.8063023451625224,1.0968749523162842,0,0
91,0.5196901,0.4936963436398727,1.1006250381469727,0,0
92,0.22012311,0.12649401500049168,1.121250033378601,0,0
93,0.074903965,0.014978201705727362,1.0868749618530273,0,0
94,0.26155886,0.24789210654794502,1.0068750381469727,0,0
95,0.18113679,0.07863074348504542,1.0256249904632568,0,0
96,0.34665534,0.2726433512757056,1.0306249856948853,0,0
97,0.48582852,0.3203074908392017,0.965624988079071,0,0
98,0.3413448,0.13051944957001912,1.0293749570846558,0,0
99,0.28994086,0.4358486506772976,1.1043750047683716,0,0
100,1.0383689,1.1112984340545808,1.0950000286102295,0,0
101,0.14341176,0.18138043131281023,1.0800000429153442,0,0
102,0.29747993,0.3189801519774108,1.0950000286102295,0,0
103,1.2137522,1.1446412199058817,1.109375,0,0
104,0.46565375,0.3784832837580963,1.1006250381469727,0,0
105,0.27273142,0.010142042920988121,1.0862499475479126,0,0
106,0.62211883,0.6280347782927567,1.0637500286102295,0,0
107,0.26802355,0.31106339486243684,1.087499976158142,0,0
108,1.5348351,1.6375348087302202,1.0712499618530273,0,0
109,0.32125106,0.05802657174467526,1.096250057220459,0,0
110,0.8398317,0.47956195612995633,1.0556249618530273,0,0
111,0.47619832,0.528998736151321,1.0149999856948853,0,0
112,0.09290105,0.2907269986057915,1.0243749618530273,0,0
113,0.2868354,0.472311546559709,0.9662500023841858,0,0
114,0.056330144,0.033669768055139666,0.9918749928474426,0,0
115,0.11000651,0.017928603183454236,1.081874966621399,0,0
116,0.2178157,0.39440580407898285,1.1243749856948853,0,0
117,0.66483283,0.8941148406338664,1.1543749570846558,0,0
118,0.18524355,0.033307597764998205,1.103124976158142,0,0
119,0.18979591,0.25180923360663954,1.0993750095367432,0,0
120,0.69468576,0.6045000392868901,1.0399999618530273,0,0
121,0.11325163,0.021225402614996173,1.009374976158142,0,0
122,0.105177104,0.034818791202872686,1.252500057220459,0,0
123,0.24300188,0.23013782495439017,1.2206250429153442,0,0
124,0.9338557,1.273639213236953,1.1018749475479126,0,0
125,0.96217555,1.0702195716240692,1.0812499523162842,0,0
126,0.6720489,0.5139635775600322,1.043125033378601,0,0
127,0.24081922,0.134893748523215,0.9956250190734863,0,0
128,0.39598295,0.3910406084462009,1.0175000429153442,0,0
129,0.3610798,0.27660795754352535,0.9881250262260437,0,0
130,0.3226157,0.05745349413253792,0.9918749928474426,0,0
131,0.8609312,0.8969310110380416,1.0056250095367432,0,0
132,2.1383867,2.1320524072729574,0.9806249737739563,1,0
133,0.43416744,0.49001887007058803,0.996874988079071,0,0
134,0.54807615,0.6103175122036262,1.0231250524520874,0,0
135,0.9389995,1.031453575231904,1.0449999570846558,0,0
136,0.7904672,1.1141512820380237,1.0368750095367432,0,0
137,1.2008644,0.6507371750294477,1.0268750190734863,0,0
138,2.0254726,2.336539668383678,1.2999999523162842,0,0
139,0.844807,0.7583145449924951,1.3831249475479126,0,0
140,0.45038435,0.20323448275141148,1.3324999809265137,0,0
141,0.76155543,1.2286945863415313,1.2012499570846558,0,0
142,1.3515484,1.312726934809881,1.146875023841858,0,0
143,0.41162753,0.15667761259969878,1.3131250143051147,0,0
144,1.1001332,1.0941082115503504,1.2937500476837158,0,0
145,0.2718226,0.02693349118568958,1.162500023841858,0,0
146,0.6550474,0.5776463684009444,1.191249966621399,0,0
147,0.49232626,0.47861988571680486,1.2912499904632568,0,0
148,0.15020996,0.11571333968102139,1.2387499809265137,0,0
149,0.6660496,0.6567332749487355,1.2637499570846558,0,0
150,0.58103365,0.5995297873241099,1.3674999475479126,0,0
151,0.19909549,0.1922412142614023,1.2549999952316284,0,0
152,0.74156874,0.6148475837231918,1.3206249475479126,0,0
153,0.2717154,0.1349500434098789,1.5199999809265137,0,0
154,0.20795888,0.0021699506686855144,1.837499976158142,0,0
155,0.5215207,0.4923719963155542,1.6481250524520874,0,0
156,0.41358408,0.2774966922945727,1.527500033378601,0,0
157,0.31041592,0.7433357451148198,1.2881250381469727,0,0
158,1.3856235,1.503810385607623,1.263124942779541,0,0
159,0.09717214,0.005335417294777962,1.1981250047683716,0,0
160,0.209867,0.17154604097256682,1.125,0,0
161,0.050052702,0.0537799910873672,1.1193749904632568,0,0
162,0.14381915,0.046346100609990636,1.215000033378601,0,0
163,0.51483065,0.5108099054715394,1.1349999904632568,0,0
164,0.5024279,0.030507777751786525,1.106874942779541,0,0
165,1.1169255,1.1839631788423268,1.1087499856948853,0,0
166,0.5177958,0.28297626586296454,1.087499976158142,0,0
167,0.45224762,0.9522092709030057,1.09375,0,0
168,0.46742985,0.7167869646314595,1.078125,0,0
169,0.38931903,0.6169478413910572,1.056249976158142,0,0
170,0.3851711,0.6004236182360073,1.0693750381469727,0,0
171,0.607252,0.29412972681395255,1.1168750524520874,0,0
172,0.4918901,0.48884908322395393,1.0368750095367432,0,0
173,0.15149748,0.43846301671009247,1.0681250095367432,0,0
174,0.6590663,0.7049669705904756,1.0575000047683716,0,0
175,0.217323,0.19037010864484685,1.0168750286102295,0,0
176,0.3967533,0.46187896756280533,0.9574999809265137,0,0
177,0.91651726,0.7861804464915036,1.059999942779541,0,0
178,0.7199,0.6990142546571385,0.9893749952316284,0,0
179,0.16815734,0.2845208532100799,0.9418749809265137,0,0
180,0.28498074,0.11277206122432624,0.9181249737739563,0,0
181,0.644006,1.2696467272302563,0.9856250286102295,0,0
182,1.0989536,1.086693314688187,0.9762499928474426,0,0
183,0.523762,0.37365396774004733,0.9593750238418579,0,0
184,0.65080285,1.0800292810169774,0.9137499928474426,0,0
185,1.0668645,2.133027396164682,0.921875,1,0
186,1.0340638,0.957763451339547,0.9993749856948853,0,0
187,0.7136041,0.8150312772628713,1.0437500476837158,0,0
188,0.70289826,0.6711953058785409,1.0674999952316284,0,0
189,1.0065238,1.0379623970670246,1.1375000476837158,0,0
190,0.13557595,0.13619953483869157,1.149999976158142,0,0
191,0.28885058,0.3760925592533918,1.0724999904632568,0,0
192,0.3105808,0.40754616693838147,0.9943749904632568,0,0
193,0.16653293,0.22182234880179547,1.0593750476837158,0,0
194,0.14517212,0.1714017666377098,1.0018750429153442,0,0
195,0.70434105,0.8162477588397962,1.0668749809265137,0,0
196,0.5414058,0.3225597708191868,1.1399999856948853,0,0
197,0.6000794,0.47381996518032854,1.0968749523162842,0,0
198,0.25723362,0.29830915166783967,1.0143749713897705,0,0
199,0.11070496,0.0143282008218853,0.9700000286102295,0,0
200,0.10383165,0.13502658189824868,1.0893750190734863,0,0
201,0.21610701,0.18677212162468948,1.1418750286102295,0,0
202,0.7866064,0.9069916123553154,1.1137499809265137,0,0
203,0.65995544,0.5585099883688706,1.0668749809265137,0,0
204,0.10547429,0.1375514386084207,1.0056250095367432,0,0
205,0.29814282,0.15171711253618608,0.9987499713897705,0,0
206,0.9212382,0.9580072080470314,0.965624988079071,0,0
207,0.038986564,0.04215798984940083,1.1437499523162842,0,0
208,0.35197783,0.47232089173191527,1.1306250095367432,0,0
209,0.80184245,0.945027871911548,1.1218750476837158,0,0
210,0.3410541,0.3732977868588336,1.1556249856948853,0,0
211,0.2164259,0.3830060724976243,1.1293749809265137,0,0
212,0.28067568,0.6540903492277488,1.174375057220459,0,0
213,0.6858781,0.8050758201048417,1.1106250286102295,0,0
214,0.2940975,0.2356662894131164,1.1787500381469727,0,0
215,0.28806356,0.4230419376995855,1.2256250381469727,0,0
216,0.6997194,0.5952165467709958,1.1412500143051147,0,0
217,0.11366552,0.1115314250928001,1.3324999809265137,0,0
218,0.48357198,0.5338458171799325,1.4206249713897705,0,0
219,0.097183526,0.1840285038252278,1.365625023841858,0,0
220,0.042777956,0.07272967554663304,1.2493749856948853,0,0
221,0.0933972,0.03793604085013779,1.1787500381469727,0,0
222,0.19152111,0.18880919140290378,1.1575000286102295,0,0
223,0.45781645,0.6482976360207767,1.205625057220459,0,0
224,0.35664934,0.4606441202939646,1.318750023841858,0,0
225,0.09700787,0.0937890761750973,1.284999966621399,0,0
226,0.14583504,0.024604414577627555,1.1981250047683716,0,0
227,0.48333815,0.35495960996077264,1.0793750286102295,0,0
228,0.677672,0.7139504692197641,1.0325000286102295,0,0
229,0.22892597,0.3124766920771756,0.9918749928474426,0,0
230,0.079945624,0.08360056831503813,1.003749966621399,0,0
231,0.21007705,0.2167859236489632,1.0212500095367432,0,0
232,0.7378536,0.7659756555498585,0.996874988079071,0,0
233,0.20691234,0.12758487072687244,0.996874988079071,0,0
234,0.16089523,0.17270703902298476,1.1493749618530273,0,0
235,0.09041268,0.013248162781482253,1.2418750524520874,0,0
236,0.54240066,0.647699207649117,1.2443749904632568,0,0
237,0.5194384,0.48736424986310517,1.2999999523162842,0,0
238,0.075403094,0.11802754050788265,1.2206250429153442,0,0
239,0.21052068,0.19072241702410778,1.3093750476837158,0,0
240,0.12803137,0.03723953189285676,1.200624942779541,0,0
241,0.5934132,0.6633473626478518,1.1931250095367432,0,0
242,0.14620328,0.06583792483311941,1.097499966621399,0,0
243,0.2435652,0.5449646732400747,1.0950000286102295,0,0
244,0.4690152,0.3938976510515552,1.209375023841858,0,0
245,0.6464565,0.7098840334805522,1.2643749713897705,0,0
246,0.28623495,0.46227983761083413,1.4362499713897705,0,0
247,0.4634877,0.41482084211911546,1.4837499856948853,0,0
248,0.23456013,0.14687623093529587,1.578125,0,0
249,0.34379166,0.48202060667421026,1.4787499904632568,0,0
250,0.13566649,0.1935835883578893,1.549375057220459,0,0
251,0.4144125,0.41835096498673907,1.4612499475479126,0,0
252,1.2261162,1.1975747773553373,1.9787499904632568,0,0
253,0.924975,1.0160637281805067,2.0,0,0
254,0.1019364,0.23256465542968052,3.0,0,0
255,0.55000854,0.4991113957358073,2.1912500858306885,0,0
256,0.14762115,0.17513653437309437,2.686875104904175,0,0
257,0.14589262,0.048791774195648015,2.4375,0,0
258,0.45847437,0.48727796106774285,2.2725000381469727,0,0
259,0.19306809,0.02880718928747607,1.9918750524520874,0,0
260,0.5028572,0.4548381040077879,2.0531249046325684,0,0
261,0.83409387,0.006090906437790685,1.9737499952316284,0,0
262,1.6420805,2.0407372283684757,2.666874885559082,0,0
263,0.31616014,0.28673191498049977,2.690624952316284,0,0
264,0.45738477,0.7137719065088931,2.6524999141693115,0,0
265,0.7620674,0.9780195748857624,2.2668750286102295,0,0
266,0.34462047,0.0015638304080592951,2.2437500953674316,0,0
267,0.4758094,0.5587668556497755,2.484999895095825,0,0
268,0.89161444,1.1399945081977314,2.224375009536743,0,0
269,0.1656118,0.2751831776258128,2.0174999237060547,0,0
270,0.068796575,0.16393246000323206,2.0556249618530273,0,0
271,0.59618455,0.6662473749853426,1.9762500524520874,0,0
272,0.2467345,0.4327009674508104,1.9887499809265137,0,0
273,0.22353315,0.006137669104334881,2.119999885559082,0,0
274,0.6157269,0.8459498576504656,2.3125,0,0
275,0.35488272,0.4975769818854085,2.086250066757202,0,0
276,0.15705907,0.24716886174999952,2.1449999809265137,0,0
277,0.24251905,0.294121341212922,2.4075000286102295,0,0
278,0.0757615,0.1996565406548344,2.411875009536743,0,0
279,0.19658053,0.47649652247598073,2.306874990463257,0,0
280,0.05580902,0.10499772829422362,2.1624999046325684,0,0
281,0.053686976,0.0049984794003143,1.9981249570846558,0,0
282,0.07049602,0.16927616511630836,1.9362499713897705,0,0
283,0.1893673,0.33094260665637437,2.0456249713897705,0,0
284,0.12777299,0.054436232912698765,2.0537500381469727,0,0
285,0.04226595,0.07797485988015301,2.3324999809265137,0,0
286,0.17965865,0.15367788409098118,2.5843749046325684,0,0
287,0.37536407,0.5010652294985882,2.578125,0,0
288,0.3874572,0.30825872850837027,2.4387500286102295,0,0
289,0.6287458,0.6588128403307694,2.356874942779541,0,0
290,0.30764058,0.3632828852607903,2.567500114440918,0,0
291,0.1770339,0.08811283429616985,2.427500009536743,0,0
292,0.47606838,0.5998323818742244,2.684999942779541,0,0
293,0.21175241,0.07106561446162799,2.840625047683716,0,0
294,0.76994324,0.7428776541551587,2.5512499809265137,0,0
295,0.35702464,0.12939671806695197,2.3631250858306885,0,0
296,0.55283713,0.4867372888890804,2.2668750286102295,0,0
297,0.2058633,0.04774974760457355,2.262500047683716,0,0
298,0.79331285,0.8078055366076882,2.0537500381469727,0,0
299,0.275393,0.5810063405121219,1.9537500143051147,0,0
300,0.71421635,0.7771620335986263,1.9187500476837158,0,0
301,1.2873394,1.6434498015881638,1.7649999856948853,0,0
302,0.78054917,0.8502905191594402,2.0868749618530273,0,0
303,0.3410534,0.2553305002092934,1.972499966621399,0,0
304,0.66681147,0.27937117039054277,2.1524999141693115,0,0
305,1.9475543,1.342644203143673,2.1737499237060547,0,0
306,0.48172623,0.0005143315023340928,1.9574999809265137,0,0
307,1.2189311,1.1042217693564007,1.8287500143051147,0,0
308,0.42399362,0.1567613424740173,2.0137500762939453,0,0
309,0.6636279,1.5358364465963035,1.8662500381469727,0,0
